curve_num,n_points,n_unique_time,time_min,time_max,pop_min,pop_max,PopBio_units
206,6,6,0.0013356989485782097,5.01625520418553,45.47581366125429,381.81413045543695,N
207,8,8,-0.0126794421254921,9.003582295916502,49.4381414387978,304.24122034244,N
208,7,7,-0.011600928074245998,4.98839907192575,43.79451330390001,1360.86006402141,N
209,7,7,0.0035927085685116805,5.814415988534739,50.35709469823318,2341.420441722629,N
210,5,5,0.025698785640156704,3.74616977429334,60.868568793587706,5492.09727594766,N
211,6,6,8.49295085079582e-4,1.80726996592828,73.84507853777477,5635.051061733761,N
212,6,6,0,1.80778032036613,73.79419467353812,10986.118462739203,N
213,7,7,0.0032482598607890306,1.4032482598607898,53.7536328644836,6584.358204460322,N
214,6,6,0.0016256157635466996,1.1965270935960601,41.21284584035471,6021.700659591031,N
215,7,7,0.009119143593470547,6.01652018766934,36.035243868217194,122.009267692657,N
216,4,4,0.134378499440572,2834.311310190371,1.0106950857599897,591.687558881872,N
217,5,5,24.6160455375375,4103.40457523359,1.01036372073517,1225.8302445674797,N
218,4,4,25.395380589373193,4052.0650813516895,0.9788367772236559,1637.7350819744302,N
219,4,4,0,4185.48712206047,1,1557.8529369707298,N
220,4,4,24.4871657179674,3987.9282569004404,0.9997852233685232,2166.36872640319,N
221,4,4,0,4123.33598816703,0.989361802994066,1079.1804821513897,N
222,6,6,0.134378499440572,2925.82306830907,1.0106950857599897,2054.2366015201596,N
223,5,5,0,3009.3437869187,1,2352.12847604084,N
224,4,4,527.841620207076,2835.4078962339304,28.131737734355,3282.1588947933597,N
225,6,6,0.134378499440572,2904.99440089586,1.0106950857599897,2918.2033192366903,N
226,6,6,24.6160455375375,2837.9336268929205,1.01036372073517,2355.66779165304,N
227,5,5,-0.136534304244151,2833.22334736602,0.9788367772236559,2765.9341080674703,N
228,6,6,-25.263157894740296,8265.89025755879,1,591.6875588818709,N
229,8,8,0,12080.8076468693,1,734.5743097291872,N
230,6,6,25.395380589373193,12410.4221185573,0.9788367772236559,463.60710318964806,N
231,8,8,25.263157894734796,11146.1590145577,1,604.41153735083,N
232,7,7,24.6160455375375,9244.162818172052,1.01036372073517,1032.7325030645702,N
233,7,7,25.395380589373193,13608.783706906403,0.9788367772236559,407.766695936561,N
234,9,9,0.014146553328782103,12.0519947881119,246.31419329592796,13869.464914207798,N
235,6,6,0.0031250315023338996,5.0106603897216715,135.89659601544403,13657.258693885398,N
