curve_num,n_points,n_unique_time,time_min,time_max,pop_min,pop_max,PopBio_units,has_nonpositive,has_decline
48,15,15,-0.7726904114794592,333.734141566316,1.00013997457529,1025.93165075642,CFU,FALSE,FALSE
49,17,17,23.1958762886598,595.3608247422678,2.744361740346631,244.046305021096,CFU,FALSE,FALSE
50,8,8,3.0927835051546397,236.59793814433,2.7182818284590504,295.399476201036,CFU,FALSE,TRUE
51,5,5,3.0927835051546397,91.23711340206192,2.744361740346631,646.328648475562,CFU,FALSE,FALSE
52,8,8,3.0927835051546397,218.041237113402,2.744361740346631,46.33574214905071,CFU,FALSE,FALSE
53,11,11,1.5463917525773396,334.020618556701,2.7182818284590504,646.328648475562,CFU,FALSE,FALSE
54,14,14,1.5516700678572,438.9426463837541,2.72250258330189,75.5350862686161,CFU,FALSE,FALSE
55,8,8,1.5516700678572,223.857722671927,2.74424548186552,564.8194553833629,CFU,FALSE,FALSE
56,9,9,3.10334013571435,169.75106921612,2.7705253568895203,207.924797483952,CFU,FALSE,FALSE
57,9,9,3.108794160557411,222.333322728285,2.71834877343238,508.7280880675699,CFU,FALSE,FALSE
58,10,10,1.5516700678572,342.275510064948,2.74424548186552,210.552794224014,CFU,FALSE,FALSE
59,19,19,1.5624999999999398,598.4374999999999,2.723523569376941,2.7573246936310203,CFU,FALSE,FALSE
60,8,8,3.1249999999999702,239.0625,2.77080979773788,147.348512731609,CFU,FALSE,FALSE
61,8,8,3.1249999999999702,237.5,2.77080979773788,200.389009320527,CFU,FALSE,FALSE
62,7,7,1.5624999999999398,189.0625,2.77087912181498,225.21370566046895,CFU,FALSE,FALSE
63,17,17,3.125,526.5624999999999,2.744317150851401,115.401101274884,CFU,FALSE,FALSE
64,18,18,3.1364990362712595,598.4609543835059,2.72295772781862,2.7709895272579708,CFU,FALSE,FALSE
65,7,7,3.1481805969277707,241.974767828982,2.7703684050811397,389.0855759219749,CFU,FALSE,FALSE
66,8,8,3.1481805969277707,266.94994451258697,2.7703684050811397,373.53029631187894,CFU,FALSE,FALSE
67,8,8,3.1598621575842594,217.10472519128595,2.7969937788592505,432.738611861733,CFU,FALSE,FALSE
68,14,14,4.69890777407863,527.6852987559139,2.7437914465558007,316.550203321267,CFU,FALSE,FALSE
69,18,18,0,601.6260162601621,2.7309366786460307,523.4832703166472,CFU,FALSE,FALSE
70,9,9,1.6260162601626,117.073170731707,2.74565157613925,715.1026743159339,CFU,FALSE,TRUE
71,10,10,3.2520325203251996,588.6178861788621,2.7632798320977106,2.8048538340525497,CFU,FALSE,FALSE
72,16,16,1.6260162601626,600,2.7405404677594505,2.8007667600441,CFU,FALSE,FALSE
73,12,12,1.6260162601626,458.536585365854,2.74565157613925,743.9997721510281,CFU,FALSE,FALSE
74,19,19,5.187144019528029,601.4442636289659,2.7177825144575305,455.682528803618,CFU,FALSE,FALSE
75,7,7,3.4682668836452395,99.5423108218064,2.7469789890441194,281.299425104086,CFU,FALSE,FALSE
76,10,10,1.73921887713601,213.598454027665,2.74563363418563,262.86295467758697,CFU,FALSE,FALSE
77,17,17,1.7290480065093998,601.7290480065091,2.6856875223971004,2.7386651731760696,CFU,FALSE,FALSE
78,13,13,1.72904800650952,461.48291293734695,2.7181153802666502,592.9837449787673,CFU,FALSE,TRUE
79,13,13,74.99722962129954,530.3982368078671,2.7482793003594503,134.43879047690402,CFU,FALSE,FALSE
80,14,14,3.18901370414002,271.4601742670809,2.74507240855334,1308.2740622595898,CFU,FALSE,TRUE
81,11,11,30.3165619395114,269.94816313631503,2.74628346097306,959.700418926148,CFU,FALSE,TRUE
82,16,16,1.59327557264757,599.997537441155,2.72449534525147,2.7851037382502803,CFU,FALSE,FALSE
83,9,9,1.59327557264757,337.222808220022,2.74500118680927,192.27475508145992,CFU,FALSE,FALSE
84,22,22,-1.13686837721616e-13,480.369515011547,0.00266666666666637,0.221222478829868,OD_595,FALSE,FALSE
85,15,15,0.27540167103521207,144.059244842758,0.00265251989389981,0.299734748010611,OD_595,FALSE,FALSE
86,17,17,0.27944111776449204,143.912175648703,0.00534759358288771,0.37700534759358295,OD_595,FALSE,TRUE
87,29,29,-3.723033884414461,672.0501334056339,-0.00343465588740943,0.00442179595408132,OD_595,TRUE,TRUE
88,22,22,2.77136258660506,480.369515011548,0.00533333333333341,0.17333333333333403,OD_595,FALSE,TRUE
89,14,14,1.295861953426,177.465655888759,0.00531914893617014,0.2872340425531919,OD_595,FALSE,TRUE
90,15,15,0.5490196078431421,143.843137254902,1.04020387996506e-5,0.28563478441774603,OD_595,FALSE,TRUE
91,29,29,-1.4210854715202e-14,672.2891566265062,-0.00118386589837594,0.00661079099004735,OD_595,TRUE,TRUE
92,22,22,-0.923787528868374,479.4457274826789,0.00800000000000023,0.33599999999999997,OD_595,FALSE,TRUE
93,12,12,1.94379293013904,184.81571452504596,0.00797872340425521,0.351063829787234,OD_595,FALSE,TRUE
94,15,15,0,143.843137254902,0.00265251989389936,0.351947781765226,OD_595,FALSE,TRUE
95,29,29,-1.4210854715202e-14,669.879518072289,0.00521739130434795,0.28515103893836197,OD_595,FALSE,FALSE
96,24,24,-1.13686837721616e-13,479.4457274826789,0.0159999999999991,0.5531208622016931,OD_595,FALSE,TRUE
97,17,17,-0.27979637855170797,144.069499160297,0.01061007957559749,0.5676392572944302,OD_595,FALSE,TRUE
98,17,17,0.27944111776446307,144.19161676646698,0.0187165775401064,0.641711229946525,OD_595,FALSE,TRUE
99,29,29,-1.27551806367717,671.3920400278521,0.0160678304485264,0.31956348937376405,OD_595,FALSE,FALSE
100,24,24,-1.13686837721616e-13,479.4457274826789,0.00802463433410305,0.687150115473441,OD_595,FALSE,TRUE
101,15,15,0.552268244575856,144.14201183432,0.0159046557740703,0.797048221451405,OD_595,FALSE,TRUE
102,17,17,0.0037136066547987,144.09165181224,0.0133689839572189,0.7780748663101601,OD_595,FALSE,FALSE
103,29,29,-3.4106051316484794e-13,670.588235294118,0.0140762463343111,0.404692082111437,OD_595,FALSE,FALSE
104,23,23,-1.13686837721616e-13,480.369515011547,0.00266666666666593,0.752954580446496,OD_595,FALSE,TRUE
105,16,16,-0.28199373230995706,143.690089411371,0.0212201591511936,0.8037135278514589,OD_595,FALSE,TRUE
106,18,18,0,143.632734530938,0.02941176470588269,0.8181818181818181,OD_595,FALSE,TRUE
107,29,29,-1.24594083321506,672.0464362518261,-1.51583306118086e-4,0.0103557278155368,OD_595,TRUE,TRUE
108,25,25,5.488808628780601,479.830962384217,0.02915776025159109,0.7247917741578841,OD_595,FALSE,TRUE
109,16,16,0.5453174736136721,143.74759172390694,0.01861702127659589,0.7978723404255319,OD_595,FALSE,TRUE
110,18,18,0.00450402144771544,144.008579088472,0.016085790884719,0.8739946380697052,OD_595,FALSE,TRUE
111,29,29,-0.03841452767591141,672.247249869041,0.00347826086956537,0.0139130434782615,OD_595,FALSE,TRUE
112,30,30,-1.4210854715202e-14,479.4457274826789,0.0266666666666668,0.858666666666667,OD_595,FALSE,FALSE
113,17,17,3.82015412966996,277.156140056961,0.0292553191489362,0.952127659574468,OD_595,FALSE,FALSE
114,17,17,0,143.843137254902,0.0265251989389923,0.956264627867062,OD_595,FALSE,FALSE
115,29,29,-4.2632564145606005e-14,669.879518072289,0.0295652173913047,0.581917234154007,OD_595,FALSE,FALSE
116,9,9,0.00471551777626188,12.0342495501644,90.21562544576142,2095.5620804127693,N,FALSE,FALSE
117,6,6,0.00153731388421318,5.01950624502263,51.4457901258215,2790.3455071764706,N,FALSE,FALSE
118,8,8,-0.0136692870497868,9.00641042427163,36.4881106576891,417.31362274889295,N,FALSE,FALSE
119,7,7,0,5,60.1988620095063,7585.676560749591,N,FALSE,FALSE
120,7,7,0.00229697760937596,5.80316668793498,36.2666102451464,4292.525233541542,N,FALSE,FALSE
121,5,5,0.01900972373190649,3.7528588362015993,36.3243595048996,9203.083149119391,N,FALSE,FALSE
122,6,6,0.00104912922274547,1.8076696342036096,100.314986290562,9485.78113866936,N,FALSE,FALSE
123,6,6,0,1.80778032036613,101.057589347325,14849.149065112204,N,FALSE,FALSE
124,7,7,0.00324825986078903,1.4032482598607898,36.37152735026099,8212.8052083955,N,FALSE,FALSE
125,6,6,5.418719211821581e-4,1.1957142857142895,81.96153075083201,10903.891250846402,N,FALSE,FALSE
126,7,7,-0.00753320557721703,6.017445318178809,32.57868468019329,547.3679570018008,N,FALSE,FALSE
127,29,29,0.923787528868161,479.4457274826789,0.05867282525019159,0.77428791377983,OD_595,FALSE,FALSE
128,17,17,-0.01098676879124129,143.92081155598802,0.0397877984084887,0.883289124668435,OD_595,FALSE,FALSE
129,18,18,0,143.912175648703,0.0401069518716572,0.9117647058823528,OD_595,FALSE,FALSE
130,29,29,-0.03492229788722059,671.0424305919329,0.00347826086956537,0.01217391304347879,OD_595,FALSE,FALSE
131,34,34,-0.127760988673487,478.956291000221,0.00529471020368089,0.8544630353062579,OD_595,FALSE,TRUE
132,17,17,-0.01172725749706769,143.61346121628398,0.03989361702127692,0.9468085106382982,OD_595,FALSE,FALSE
133,18,18,0.00750670241286854,144.17297587131398,0.02680965147453129,0.9356568364611262,OD_595,FALSE,FALSE
134,29,29,-0.090797974506728,670.3404924043998,0.03652173913043489,0.39826086956521806,OD_595,FALSE,FALSE
135,16,16,0.9507581723678982,368.90562579647496,88.14579087720288,1971189388.87363,N,FALSE,FALSE
136,18,18,0.9450307134981702,124.698234510803,83.67230838259876,2119130664.1886897,N,FALSE,FALSE
137,16,16,1.8843339681267004,80.310428270737,103.065397867895,3546849027.97338,N,FALSE,FALSE
138,13,13,1.41468234081239,34.57666919629429,92.8639852363534,7701034689.0936,N,FALSE,FALSE
139,11,11,-0.8763012070619711,337.47333151963795,47.3272189063536,764.8471552023128,N,FALSE,TRUE
140,13,13,0,145.235223160434,46.81266781732779,938075185.936344,N,FALSE,FALSE
141,14,14,0,102.291917973462,90.51309220527332,1716814307.6915195,N,FALSE,FALSE
142,13,13,-0.4825090470446301,57.9010856453559,132.968185136938,1813784382.7115896,N,FALSE,FALSE
143,11,11,0,33.293124246079614,49.45676735086439,2138812239.2701895,N,FALSE,TRUE
144,9,9,0.4825090470446301,339.68636911942104,44.309929369801,50220.361156634295,N,FALSE,FALSE
145,19,19,6.27261761158023,383.5946924004819,58.31935721413,201415222.91705105,N,FALSE,FALSE
146,151,151,1.48665549708571,345.07029166765,1.1749151494510004,7072.428709472921,N,FALSE,TRUE
147,87,87,1.5196922859098296,124.750011798853,2.4793403654517396,25068.9729659811,N,FALSE,TRUE
148,108,108,0.994436867528478,56.1367785553096,1.3393109631705702,21271.2710320127,N,FALSE,TRUE
149,87,87,0.05735537240969179,51.9557473900689,2.1826192574497703,27151.7357484672,N,FALSE,TRUE
150,7,7,0.0638097966962192,506.545675047145,1.11971188940429,4.274690786277691,DryWeight,FALSE,TRUE
151,7,7,0.06380979669626188,506.6464273577181,1.11971188940429,4.384114713284209,DryWeight,FALSE,FALSE
152,6,6,0.06380979669626188,434.0812548726939,1.11971188940429,5.54762533237058,DryWeight,FALSE,FALSE
153,6,6,0.06716820704868103,433.429723264322,1.1250310672344896,3.0533084189979105,DryWeight,FALSE,TRUE
154,7,7,1.18956438487308,504.69363331737696,1.7296218890391597,3.73402205593353,DryWeight,FALSE,FALSE
155,7,7,1.19291527046427,503.034944949737,1.71323767456612,4.523966572445248,DryWeight,FALSE,TRUE
156,7,7,1.19291527046431,502.8003829583539,1.8374981174939895,5.622204700330749,DryWeight,FALSE,FALSE
157,7,7,1.18956438487308,502.83389181426503,1.84626348837631,5.360914369842078,DryWeight,FALSE,FALSE
158,23,23,0.91889634161322,479.924326183632,0.00262278568094132,0.6396710154541672,OD_595,FALSE,TRUE
159,17,17,-0.00366476796782322,144.03930725414597,0.0106382978723403,0.6861702127659569,OD_595,FALSE,TRUE
160,17,17,0.00300268096514599,144.278069705094,0.01072386058981319,0.6836461126005361,OD_595,FALSE,TRUE
161,29,29,-1.2327571154182202,671.4894360048891,0.00521739130434761,0.4434782608695651,OD_595,FALSE,TRUE
162,23,23,0,480.369515011548,0,0.7013333333333339,OD_595,TRUE,TRUE
163,15,15,2.5917239068520503,193.37954431228,0.0106382978723405,0.75,OD_595,FALSE,TRUE
164,16,16,0.27450980392157504,144.11764705882402,0.0053102408071981,0.7515733083684399,OD_595,FALSE,TRUE
165,29,29,-4.2632564145606005e-14,671.0843373493982,0.00521739130434783,0.5194447354635942,OD_595,FALSE,TRUE
166,26,26,0,480.369515011548,0,0.7946666666666669,OD_595,TRUE,TRUE
167,15,15,1.5714525046071202,177.74124643994,0.00531914893617014,0.856382978723404,OD_595,FALSE,TRUE
168,15,15,0,144.11764705882402,0.00265251989389936,0.854569095542726,OD_595,FALSE,TRUE
169,31,31,-1.4210854715202e-14,671.0843373493982,0.00521739130434795,0.5644525929806179,OD_595,FALSE,TRUE
170,24,24,-0.00491388417974292,479.56561263851,0.0026350703913911,0.636704257880642,OD_595,FALSE,TRUE
171,17,17,0.2741246439939681,143.728534930474,0.00265957446808462,0.7101063829787229,OD_595,FALSE,TRUE
172,16,16,0.28297682709444416,143.91117052881697,0.0187165775401066,0.36631016042780706,OD_595,FALSE,TRUE
173,29,29,1.18037366858741,672.1983586519991,0,0.0365217391304353,OD_595,TRUE,FALSE
174,8,8,-0.258645464124918,93.29437685602058,1.03272814726172,760534.432499603,CFU,FALSE,FALSE
175,8,8,0,90.9742312482038,1,1032728.14726171,CFU,FALSE,FALSE
176,7,7,-0.25098189481750705,378.628221093974,1.0494917307002498,560082.1712385389,CFU,FALSE,FALSE
177,5,5,0,262.170706006322,1,2424462.01708232,CFU,FALSE,TRUE
178,6,6,-0.27397260273972507,190.70792221477095,1,1674080.0609081,CFU,FALSE,TRUE
179,5,5,-0.258645464124918,190.72708113804,1.03272814726172,3455107.2945922003,CFU,FALSE,FALSE
180,11,11,36.05699855699859,194.33621933621905,0.998292058485558,3500.57934416505,CFU,FALSE,TRUE
181,13,13,9.63649762377432,204.17744490565303,0.976118947488415,1917.28413795579,CFU,FALSE,TRUE
182,13,13,10.2371806597159,202.565392354125,1.04397547075625,535.5290228430629,CFU,FALSE,TRUE
183,12,12,6.74603174603175,115.422077922078,1.0873686376951797,6166.72435317242,CFU,FALSE,FALSE
184,12,12,7.443251318454401,127.460822354569,1.3026461843735002,5349.67399309702,CFU,FALSE,FALSE
185,12,12,5.8548259252484485,122.971668394204,1.2695393867751796,1082.98937710397,CFU,FALSE,FALSE
186,9,9,6.74603174603175,54.5454545454543,1.2628023432938,2797.0617951471,CFU,FALSE,FALSE
187,9,9,5.892312859692399,65.7836030399647,1.98881224454984,4390.00398487021,CFU,FALSE,FALSE
188,8,8,12.2695770583095,59.54819828059271,1.4846048904218498,690.5985500799751,CFU,FALSE,FALSE
189,10,10,48.23232323232321,629.4913419913421,1.2099732967921295,2567.9281895671597,CFU,FALSE,FALSE
190,11,11,47.4073322103912,633.5210752170691,1.0205286122329995,516.029378475618,CFU,FALSE,TRUE
191,11,11,24.743409954677595,646.7392740280061,1.17398845300731,384.023683071786,CFU,FALSE,FALSE
192,6,6,217.784992784993,580.7900432900431,19.880584252266495,1268.67267576939,CFU,FALSE,TRUE
193,7,7,71.5330415689106,514.960446369488,1.3747733992093898,1394.77386539106,CFU,FALSE,TRUE
194,7,7,73.36214255228337,522.3248582403511,1.0338142172174194,167.22280310400197,CFU,FALSE,TRUE
195,13,13,0.4329004329004531,318.34415584415603,0.956528739103029,910.988172809688,CFU,FALSE,FALSE
196,11,11,-0.8910846417613809,324.64933124786995,0.972455776677133,656.209980383781,CFU,FALSE,TRUE
197,12,12,-1.04261935247851,329.253551612707,1.0338142172174194,233.19568112839997,CFU,FALSE,TRUE
198,23,23,1.84757505773666,479.4457274826789,0.00540723633564255,0.29984295612009204,OD_595,FALSE,TRUE
199,13,13,0.552268244575913,144.14201183432,0.0105996159862718,0.25328164320206803,OD_595,FALSE,TRUE
200,17,17,0.001485442661874,144.21345811051697,0.00534759358288771,0.192513368983957,OD_595,FALSE,TRUE
201,29,29,-3.4106051316484794e-13,670.5882352941171,0.00527859237536665,0.283284457478006,OD_595,FALSE,TRUE
202,23,23,0.923787528868274,480.369515011547,0.00804926866820632,0.286509622786759,OD_595,FALSE,TRUE
